"","titulo","duracion","voto_promedio","numero_votos","ano","genero"
"1367","Underground",170,7.5,143,1995,"guerra"
"1368","Underground",170,7.5,143,1995,"drama"
"1369","Underground",170,7.5,143,1995,"comedia"
"1370","All Things Fair",130,6.1,23,1995,"guerra"
"1371","All Things Fair",130,6.1,23,1995,"drama"
"1372","All Things Fair",130,6.1,23,1995,"romance"
"1373","Bloodsport II",90,5.2,23,1996,"accion"
"1374","Bloodsport II",90,5.2,23,1996,"suspenso"
"1375","Mystery Science Theater 3000: The Movie",73,7,71,1996,"comedia"
"1376","Mystery Science Theater 3000: The Movie",73,7,71,1996,"ciencia ficcion"
"1377","Space Jam",88,6.5,1335,1996,"animacion"
"1378","Space Jam",88,6.5,1335,1996,"comedia"
"1379","Space Jam",88,6.5,1335,1996,"drama"
"1380","Space Jam",88,6.5,1335,1996,"fantasia"
"1381","Hostile Intentions",90,8,1,1995,"suspenso"
"1382","Hostile Intentions",90,8,1,1995,"accion"
"1383","Hostile Intentions",90,8,1,1995,"drama"
"1384","They Bite",98,5.5,1,1996,"comedia"
"1385","They Bite",98,5.5,1,1996,"terror"
"1386","They Bite",98,5.5,1,1996,"ciencia ficcion"
"1387","Some Folks Call It a Sling Blade",25,7.5,8,1994,"drama"
"1388","Some Folks Call It a Sling Blade",25,7.5,8,1994,"suspenso"
"1389","The Run of the Country",0,8,2,1995,"drama"
"1390","The Run of the Country",0,8,2,1995,"romance"
"1391","Coup de Torchon",128,6.8,21,1981,"drama"
"1392","Tigrero: A Film That Was Never Made",75,7.5,4,1994,"documental"
"1393","Windows",96,5.8,9,1980,"terror"
"1394","Windows",96,5.8,9,1980,"drama"
"1395","Windows",96,5.8,9,1980,"suspenso"
"1396","It's My Party",110,6.2,9,1996,"drama"
"1397","Country Life",118,8,1,1994,"drama"
"1398","Country Life",118,8,1,1994,"romance"
"1399","Operation Dumbo Drop",107,4.7,37,1995,"accion"
"1400","Operation Dumbo Drop",107,4.7,37,1995,"adventura"
"1401","Operation Dumbo Drop",107,4.7,37,1995,"comedia"
"1402","The Promise",115,5,1,1995,"drama"
"1403","The Promise",115,5,1,1995,"romance"
"1404","Mrs. Winterbourne",105,5.5,26,1996,"comedia"
"1405","Mrs. Winterbourne",105,5.5,26,1996,"romance"
"1406","Mrs. Winterbourne",105,5.5,26,1996,"drama"
"1407","Solo",94,3.9,18,1996,"accion"
"1408","Solo",94,3.9,18,1996,"adventura"
"1409","Solo",94,3.9,18,1996,"ciencia ficcion"
"1410","Solo",94,3.9,18,1996,"suspenso"
"1411","Under The Domim Tree",0,6.5,2,1994,"drama"
"1412","The Substitute",114,5.8,60,1996,"accion"
"1413","The Substitute",114,5.8,60,1996,"suspenso"
"1414","True Crime",94,5.1,7,1996,"misterio"
"1415","True Crime",94,5.1,7,1996,"suspenso"
"1416","Butterfly Kiss",88,7.4,5,1995,"drama"
"1417","Butterfly Kiss",88,7.4,5,1995,"romance"
"1418","Butterfly Kiss",88,7.4,5,1995,"suspenso"
"1419","Feeling Minnesota",99,5.5,29,1996,"accion"
"1420","Feeling Minnesota",99,5.5,29,1996,"comedia"
"1421","Feeling Minnesota",99,5.5,29,1996,"drama"
"1422","Feeling Minnesota",99,5.5,29,1996,"suspenso"
"1423","Delta of Venus",99,3.3,5,1995,"drama"
"1424","Delta of Venus",99,3.3,5,1995,"romance"
"1425","Angus",90,6.8,24,1995,"comedia"
"1426","Angus",90,6.8,24,1995,"drama"
"1427","Angus",90,6.8,24,1995,"romance"
"1428","Priest Daens",138,6.7,15,1992,"drama"
"1429","Boys",86,5.3,11,1996,"romance"
"1430","Boys",86,5.3,11,1996,"drama"
"1431","Boys",86,5.3,11,1996,"misterio"
"1432","The Quest",95,5.3,126,1996,"accion"
"1433","The Quest",95,5.3,126,1996,"adventura"
"1434","Cosi",102,7.1,9,1996,"comedia"
"1435","Cosi",102,7.1,9,1996,"romance"
"1436","Sunset Park",99,5.1,7,1996,"drama"
"1437","Mulholland Falls",107,6.2,73,1996,"drama"
"1438","Mulholland Falls",107,6.2,73,1996,"misterio"
"1439","Mulholland Falls",107,6.2,73,1996,"suspenso"
"1440","The Truth About Cats & Dogs",93,5.7,86,1996,"comedia"
"1441","The Truth About Cats & Dogs",93,5.7,86,1996,"romance"
"1442","Oliver & Company",74,6.5,372,1988,"animacion"
"1443","Oliver & Company",74,6.5,372,1988,"comedia"
"1444","Celtic Pride",91,4.9,35,1996,"comedia"
"1445","Flipper",95,5.3,85,1996,"adventura"
"1446","Captives",100,6,10,1994,"drama"
"1447","Captives",100,6,10,1994,"suspenso"
"1448","Captives",100,6,10,1994,"misterio"
"1449","Captives",100,6,10,1994,"romance"
"1450","Of Love and Shadows",103,4.4,11,1994,"drama"
"1451","Dead Man",121,7.2,397,1995,"drama"
"1452","Dead Man",121,7.2,397,1995,"fantasia"
"1453","Dead Man",121,7.2,397,1995,"western"
"1454","The Horseman on the Roof",135,6.7,25,1995,"guerra"
"1455","The Horseman on the Roof",135,6.7,25,1995,"adventura"
"1456","The Horseman on the Roof",135,6.7,25,1995,"drama"
"1457","The Horseman on the Roof",135,6.7,25,1995,"romance"
"1458","Switchblade Sisters",91,6.6,27,1975,"accion"
"1459","Switchblade Sisters",91,6.6,27,1975,"drama"
"1460","Mouth to Mouth",106,5.5,5,1995,"comedia"
"1461","The Visitors",107,7.1,433,1993,"fantasia"
"1462","The Visitors",107,7.1,433,1993,"comedia"
"1463","The Visitors",107,7.1,433,1993,"ciencia ficcion"
"1464","Multiplicity",117,5.5,158,1996,"comedia"
"1465","Multiplicity",117,5.5,158,1996,"fantasia"
"1466","Multiplicity",117,5.5,158,1996,"ciencia ficcion"
"1467","The Haunted World of Edward D. Wood, Jr.",112,10,1,1996,"documental"
"1468","Two Friends",86,0,0,2002,"drama"
"1469","The Craft",101,6.3,388,1996,"drama"
"1470","The Craft",101,6.3,388,1996,"fantasia"
"1471","The Craft",101,6.3,388,1996,"terror"
"1472","The Craft",101,6.3,388,1996,"suspenso"
"1473","The Great White Hype",91,5.1,29,1996,"comedia"
"1474","The Great White Hype",91,5.1,29,1996,"drama"
"1475","Last Dance",103,5.6,9,1996,"drama"
"1476","Last Dance",103,5.6,9,1996,"suspenso"
"1477","Cold Comfort Farm",95,7,21,1995,"comedia"
"1478","Cold Comfort Farm",95,7,21,1995,"drama"
"1479","Cold Comfort Farm",95,7,21,1995,"romance"
"1480","Institute Benjamenta, or This Dream People Call Human Life",104,7.7,11,1995,"animacion"
"1481","Institute Benjamenta, or This Dream People Call Human Life",104,7.7,11,1995,"drama"
"1482","Heaven's Prisoners",132,5,17,1996,"drama"
"1483","Heaven's Prisoners",132,5,17,1996,"misterio"
"1484","Heaven's Prisoners",132,5,17,1996,"suspenso"
"1485","Original Gangstas",99,5.5,5,1996,"accion"
"1486","Original Gangstas",99,5.5,5,1996,"drama"
"1487","Original Gangstas",99,5.5,5,1996,"suspenso"
"1488","The Rock",136,6.9,1474,1996,"accion"
"1489","The Rock",136,6.9,1474,1996,"adventura"
"1490","The Rock",136,6.9,1474,1996,"suspenso"
"1491","Getting Away with Murder",91,5.5,6,1996,"comedia"
"1492","Cemetery Man",105,7,105,1994,"fantasia"
"1493","Cemetery Man",105,7,105,1994,"drama"
"1494","Cemetery Man",105,7,105,1994,"terror"
"1495","Cemetery Man",105,7,105,1994,"comedia"
"1496","Twister",113,6.1,966,1996,"accion"
"1497","Twister",113,6.1,966,1996,"adventura"
"1498","Twister",113,6.1,966,1996,"drama"
"1499","Barb Wire",98,3.9,117,1996,"accion"
"1500","Barb Wire",98,3.9,117,1996,"ciencia ficcion"
"1501","Le Garçu",102,5,1,1995,"drama"
"1502","Honeymoon",92,0,0,1996,"comedia"
"1503","Ghost in the Shell",83,7.8,854,1995,"accion"
"1504","Ghost in the Shell",83,7.8,854,1995,"animacion"
"1505","Ghost in the Shell",83,7.8,854,1995,"ciencia ficcion"
"1506","Thinner",92,5.5,125,1996,"terror"
"1507","Thinner",92,5.5,125,1996,"suspenso"
"1508","Spy Hard",81,4.9,148,1996,"accion"
"1509","Spy Hard",81,4.9,148,1996,"comedia"
"1510","Brothers in Trouble",102,0,0,1995,"comedia"
"1511","Brothers in Trouble",102,0,0,1995,"drama"
"1512","A Close Shave",30,7.5,223,1995,"animacion"
"1513","A Close Shave",30,7.5,223,1995,"comedia"
"1514","The Stupids",94,4.2,22,1996,"comedia"
"1515","The Arrival",115,6.1,200,1996,"accion"
"1516","The Arrival",115,6.1,200,1996,"misterio"
"1517","The Arrival",115,6.1,200,1996,"ciencia ficcion"
"1518","The Arrival",115,6.1,200,1996,"suspenso"
"1519","Careful",100,7.8,4,1992,"terror"
"1520","Careful",100,7.8,4,1992,"comedia"
"1521","Careful",100,7.8,4,1992,"drama"
"1522","Careful",100,7.8,4,1992,"fantasia"
"1523","A Month by the Lake",92,7.2,7,1995,"comedia"
"1524","A Month by the Lake",92,7.2,7,1995,"drama"
"1525","A Month by the Lake",92,7.2,7,1995,"romance"
"1526","Gold Diggers: The Secret of Bear Mountain",94,5.8,20,1995,"drama"
"1527","Carmen Miranda: Bananas Is My Business",91,10,1,1995,"documental"
"1528","Ashes of Time",100,7.1,73,1994,"drama"
"1529","Ashes of Time",100,7.1,73,1994,"accion"
"1530","Maya Lin: A Strong Clear Vision",105,0,0,1995,"documental"
"1531","Stalingrad",134,7.4,116,1993,"drama"
"1532","Stalingrad",134,7.4,116,1993,"guerra"
"1533","The Phantom",100,4.7,138,1996,"adventura"
"1534","The Phantom",100,4.7,138,1996,"accion"
"1535","Striptease",115,4.4,210,1996,"drama"
"1536","Striptease",115,4.4,210,1996,"suspenso"
"1537","The Last of the High Kings",102,5.7,15,1996,"drama"
"1538","The Last of the High Kings",102,5.7,15,1996,"comedia"
"1539","Heavy",105,7.7,11,1995,"drama"
"1540","Heavy",105,7.7,11,1995,"romance"
"1541","Jack",113,5.9,340,1996,"comedia"
"1542","Jack",113,5.9,340,1996,"drama"
"1543","Jack",113,5.9,340,1996,"ciencia ficcion"
"1544","I Shot Andy Warhol",103,6.1,32,1996,"drama"
"1545","The Grass Harp",107,6.1,4,1995,"comedia"
"1546","The Grass Harp",107,6.1,4,1995,"drama"
"1547","Someone Else's America",96,0,0,1995,"drama"
"1548","Life is Rosy",80,6.5,2,1987,"musical"
"1549","Life is Rosy",80,6.5,2,1987,"romance"
"1550","Touki Bouki",85,7.3,10,1973,"drama"
"1551","Touki Bouki",85,7.3,10,1973,"romance"
"1552","God's Gift",75,5,1,1982,"drama"
"1553","Pharaoh's  Army",90,6.3,5,1995,"western"
"1554","Pharaoh's  Army",90,6.3,5,1995,"drama"
"1555","Pharaoh's  Army",90,6.3,5,1995,"guerra"
"1556","Trainspotting",93,7.8,2737,1996,"drama"
"1557","Til There Was You",113,3.9,4,1997,"comedia"
"1558","Til There Was You",113,3.9,4,1997,"romance"
"1559","Independence Day",145,6.7,3334,1996,"accion"
"1560","Independence Day",145,6.7,3334,1996,"adventura"
"1561","Independence Day",145,6.7,3334,1996,"ciencia ficcion"
"1562","Stealing Beauty",116,6.6,99,1996,"drama"
"1563","Stealing Beauty",116,6.6,99,1996,"romance"
"1564","The Fan",116,5.7,202,1996,"drama"
"1565","The Fan",116,5.7,202,1996,"misterio"
"1566","The Fan",116,5.7,202,1996,"suspenso"
"1567","The Hunchback of Notre Dame",91,6.8,1182,1996,"drama"
"1568","The Hunchback of Notre Dame",91,6.8,1182,1996,"animacion"
"1569","The Cable Guy",96,5.7,603,1996,"comedia"
"1570","The Cable Guy",96,5.7,603,1996,"drama"
"1571","The Cable Guy",96,5.7,603,1996,"suspenso"
"1572","Kingpin",113,6.7,248,1996,"comedia"
"1573","Eraser",115,5.6,553,1996,"accion"
"1574","Eraser",115,5.6,553,1996,"drama"
"1575","Eraser",115,5.6,553,1996,"misterio"
"1576","Eraser",115,5.6,553,1996,"suspenso"
"1577","The Gate of Heavenly Peace",180,6.7,3,1995,"documental"
"1578","The Nutty Professor",95,5.4,717,1996,"fantasia"
"1579","The Nutty Professor",95,5.4,717,1996,"comedia"
"1580","The Nutty Professor",95,5.4,717,1996,"romance"
"1581","The Nutty Professor",95,5.4,717,1996,"ciencia ficcion"
"1582","I, the Worst of All",105,6.8,3,1990,"drama"
"1583","An Unforgettable Summer",82,7.2,6,1994,"drama"
"1584","An Unforgettable Summer",82,7.2,6,1994,"romance"
"1585","An Unforgettable Summer",82,7.2,6,1994,"guerra"
"1586","Somebody to Love",102,5.1,2,1994,"comedia"
"1587","Somebody to Love",102,5.1,2,1994,"drama"
"1588","A Very Natural Thing",80,6.3,3,1974,"drama"
"1589","The Old Lady Who Walked in the Sea",0,0,0,1991,"comedia"
"1590","Daylight",115,5.8,385,1996,"accion"
"1591","Daylight",115,5.8,385,1996,"adventura"
"1592","Daylight",115,5.8,385,1996,"suspenso"
"1593","The Frighteners",110,6.7,413,1996,"terror"
"1594","The Frighteners",110,6.7,413,1996,"comedia"
"1595","Lone Star",135,6.9,79,1996,"drama"
"1596","Lone Star",135,6.9,79,1996,"misterio"
"1597","Lone Star",135,6.9,79,1996,"romance"
"1598","Harriet the Spy",100,5.7,47,1996,"comedia"
"1599","Harriet the Spy",100,5.7,47,1996,"drama"
"1600","Phenomenon",123,6.2,328,1996,"drama"
"1601","Phenomenon",123,6.2,328,1996,"fantasia"
"1602","Phenomenon",123,6.2,328,1996,"romance"
"1603","Phenomenon",123,6.2,328,1996,"ciencia ficcion"
"1604","Walking and Talking",86,6.6,8,1996,"comedia"
"1605","Walking and Talking",86,6.6,8,1996,"drama"
"1606","Walking and Talking",86,6.6,8,1996,"romance"
"1607","She's the One",96,5.7,71,1996,"comedia"
"1608","She's the One",96,5.7,71,1996,"romance"
"1609","A Time to Kill",149,7,522,1996,"drama"
"1610","A Time to Kill",149,7,522,1996,"suspenso"
"1611","American Buffalo",88,6.2,9,1996,"drama"
"1612","Rendezvous in Paris",94,6.5,4,1995,"romance"
"1613","Rendezvous in Paris",94,6.5,4,1995,"comedia"
"1614","Alaska",109,5.2,32,1996,"adventura"
"1615","Fled",98,5.2,49,1996,"accion"
"1616","Fled",98,5.2,49,1996,"comedia"
"1617","Fled",98,5.2,49,1996,"suspenso"
"1618","Kazaam",93,3.6,60,1996,"fantasia"
"1619","Kazaam",93,3.6,60,1996,"comedia"
"1620","Kazaam",93,3.6,60,1996,"ciencia ficcion"
"1621","Larger Than Life",93,5.4,35,1996,"comedia"
"1622","Power 98",89,4,1,1996,"accion"
"1623","Power 98",89,4,1,1996,"misterio"
"1624","Power 98",89,4,1,1996,"suspenso"
"1625","Two Deaths",102,7,2,1995,"guerra"
"1626","Two Deaths",102,7,2,1995,"drama"
"1627","A Very Brady Sequel",90,5.8,42,1996,"comedia"
"1628","Stefano Quantestorie",82,6,1,1993,"comedia"
"1629","Hedd Wyn",123,6.5,2,1992,"guerra"
"1630","Hedd Wyn",123,6.5,2,1992,"drama"
"1631","Kaspar Hauser",139,6.3,4,1993,"drama"
"1632","Regular Guys",100,5.2,9,1996,"comedia"
"1633","The Convent",91,6.5,6,1995,"suspenso"
"1634","The Adventures of Pinocchio",90,5,55,1996,"animacion"
"1635","The Adventures of Pinocchio",90,5,55,1996,"fantasia"
"1636","Joe's Apartment",78,5,87,1996,"fantasia"
"1637","Joe's Apartment",78,5,87,1996,"comedia"
"1638","Joe's Apartment",78,5,87,1996,"musical"
"1639","The First Wives Club",102,6.5,172,1996,"comedia"
"1640","Stonewall",99,7.2,10,1995,"romance"
"1641","Stonewall",99,7.2,10,1995,"drama"
"1642","Stonewall",99,7.2,10,1995,"comedia"
"1643","Ransom",117,6.4,482,1996,"accion"
"1644","Ransom",117,6.4,482,1996,"suspenso"
"1645","High School High",86,5.4,51,1996,"comedia"
"1646","Phat Beach",89,5.4,8,1996,"comedia"
"1647","Foxfire",102,6.3,30,1996,"accion"
"1648","Foxfire",102,6.3,30,1996,"drama"
"1649","Foxfire",102,6.3,30,1996,"suspenso"
"1650","Chain Reaction",107,5.3,291,1996,"accion"
"1651","Chain Reaction",107,5.3,291,1996,"drama"
"1652","Chain Reaction",107,5.3,291,1996,"ciencia ficcion"
"1653","Chain Reaction",107,5.3,291,1996,"suspenso"
"1654","Matilda",98,6.9,892,1996,"comedia"
"1655","Matilda",98,6.9,892,1996,"fantasia"
"1656","Emma",121,6.7,152,1996,"drama"
"1657","Emma",121,6.7,152,1996,"comedia"
"1658","Emma",121,6.7,152,1996,"romance"
"1659","The Crow: City of Angels",84,5.2,119,1996,"accion"
"1660","The Crow: City of Angels",84,5.2,119,1996,"fantasia"
"1661","The Crow: City of Angels",84,5.2,119,1996,"suspenso"
"1662","House Arrest",108,5,32,1996,"comedia"
"1663","Bordello of Blood",87,5,63,1996,"terror"
"1664","Bordello of Blood",87,5,63,1996,"comedia"
"1665","Lotto Land",87,7,1,1995,"drama"
"1666","Flirt",85,7.5,4,1995,"drama"
"1667","Flirt",85,7.5,4,1995,"romance"
"1668","The Big Squeeze",98,5,1,1996,"drama"
"1669","The Spitfire Grill",117,6.8,17,1996,"comedia"
"1670","The Spitfire Grill",117,6.8,17,1996,"drama"
"1671","Escape from L.A.",97,5.6,381,1996,"accion"
"1672","Escape from L.A.",97,5.6,381,1996,"adventura"
"1673","Escape from L.A.",97,5.6,381,1996,"ciencia ficcion"
"1674","Escape from L.A.",97,5.6,381,1996,"suspenso"
"1675","Cyclo",123,6.8,23,1995,"drama"
"1676","Basquiat",108,6.6,97,1996,"drama"
"1677","Tin Cup",135,5.9,152,1996,"comedia"
"1678","Tin Cup",135,5.9,152,1996,"drama"
"1679","Tin Cup",135,5.9,152,1996,"romance"
"1680","Dingo",109,6,1,1991,"drama"
"1681","Dingo",109,6,1,1991,"musical"
"1682","Every Other Weekend",104,6,2,1990,"drama"
"1683","The Godfather",175,8.5,6024,1972,"drama"
"1684","Maybe... Maybe Not",90,6.1,34,1994,"comedia"
"1685","Maybe... Maybe Not",90,6.1,34,1994,"drama"
"1686","Police Story 3: Supercop",95,6.7,109,1992,"accion"
"1687","Police Story 3: Supercop",95,6.7,109,1992,"suspenso"
"1688","Manny & Lo",88,6.3,9,1996,"drama"
"1689","Manny & Lo",88,6.3,9,1996,"comedia"
"1690","Bound",108,6.9,203,1996,"drama"
"1691","Bound",108,6.9,203,1996,"romance"
"1692","Bound",108,6.9,203,1996,"suspenso"
"1693","Carpool",89,4.9,17,1996,"comedia"
"1694","Death in Brunswick",109,6.1,7,1990,"drama"
"1695","Kansas City",116,6.1,13,1996,"suspenso"
"1696","Kansas City",116,6.1,13,1996,"drama"
"1697","Kansas City",116,6.1,13,1996,"musical"
"1698","Gone Fishin'",94,4.7,48,1997,"comedia"
"1699","Lover's Knot",82,4,2,1996,"romance"
"1700","Lover's Knot",82,4,2,1996,"comedia"
"1701","Vive L'Amour",118,7.3,16,1994,"drama"
"1702","Shadow of Angels",101,4,2,1976,"drama"
"1703","Killer: A Journal of Murder",91,6.3,10,1996,"drama"
"1704","Nothing to Lose",0,0,0,1994,"accion"
"1705","Nothing to Lose",0,0,0,1994,"drama"
"1706","Project S",104,5.8,12,1993,"accion"
"1707","Project S",104,5.8,12,1993,"adventura"
"1708","Girls Town",90,5.2,3,1996,"comedia"
"1709","Girls Town",90,5.2,3,1996,"drama"
"1710","Bye-Bye",104,7.7,3,1995,"drama"
"1711","The Relic",110,5.8,130,1997,"terror"
"1712","The Relic",110,5.8,130,1997,"misterio"
"1713","The Relic",110,5.8,130,1997,"suspenso"
"1714","The Island of Dr. Moreau",96,4.6,148,1996,"fantasia"
"1715","The Island of Dr. Moreau",96,4.6,148,1996,"terror"
"1716","The Island of Dr. Moreau",96,4.6,148,1996,"ciencia ficcion"
"1717","First Kid",101,5.3,28,1996,"comedia"
"1718","The Trigger Effect",94,6.6,18,1996,"drama"
"1719","The Trigger Effect",94,6.6,18,1996,"suspenso"
"1720","Bogus",110,5.4,46,1996,"fantasia"
"1721","Bogus",110,5.4,46,1996,"comedia"
"1722","Bulletproof",84,5.4,164,1996,"accion"
"1723","Bulletproof",84,5.4,164,1996,"adventura"
"1724","Bulletproof",84,5.4,164,1996,"comedia"
"1725","Bulletproof",84,5.4,164,1996,"suspenso"
"1726","Talk of Angels",96,6.8,4,1998,"drama"
"1727","Talk of Angels",96,6.8,4,1998,"romance"
"1728","Talk of Angels",96,6.8,4,1998,"guerra"
"1729","The Land Before Time III: The Time of the Great Giving",71,6.1,86,1995,"animacion"
"1730","The Land Before Time III: The Time of the Great Giving",71,6.1,86,1995,"adventura"
"1731","Halloween: The Curse of Michael Myers",88,5,173,1995,"terror"
"1732","Halloween: The Curse of Michael Myers",88,5,173,1995,"suspenso"
"1733","Twelfth Night",134,7,22,1996,"drama"
"1734","Twelfth Night",134,7,22,1996,"comedia"
"1735","Twelfth Night",134,7,22,1996,"romance"
"1736","Mother Night",114,7.1,13,1996,"drama"
"1737","Venice",110,7.5,4,2010,"drama"
"1738","Venice",110,7.5,4,2010,"romance"
"1739","Wild Reeds",115,7.4,18,1994,"drama"
"1740","Wild Reeds",115,7.4,18,1994,"romance"
"1741","My Favorite Year",92,7.1,35,1982,"comedia"
"1742","My Favorite Year",92,7.1,35,1982,"drama"
"1743","Nothing Personal",83,4,1,1996,"drama"
"1744","Yes, Madam",93,7.4,11,1985,"accion"
"1745","Dangerous Ground",95,5,8,1997,"drama"
"1746","The Pompatus of Love",99,5.3,2,1996,"comedia"
"1747","The Pompatus of Love",99,5.3,2,1996,"romance"
"1748","The Pompatus of Love",99,5.3,2,1996,"drama"
"1749","Small Wonders",77,0,0,1995,"documental"
"1750","Fly Away Home",107,6.6,114,1996,"accion"
"1751","Fly Away Home",107,6.6,114,1996,"adventura"
"1752","Fly Away Home",107,6.6,114,1996,"drama"
"1753","Bliss",103,4.8,6,1997,"drama"
"1754","Bliss",103,4.8,6,1997,"romance"
"1755","Grace of My Heart",116,6.5,15,1996,"drama"
"1756","Grace of My Heart",116,6.5,15,1996,"comedia"
"1757","Grace of My Heart",116,6.5,15,1996,"musical"
"1758","Brother of Sleep",127,6.8,6,1995,"drama"
"1759","Maximum Risk",100,5.3,104,1996,"accion"
"1760","Maximum Risk",100,5.3,104,1996,"adventura"
"1761","Maximum Risk",100,5.3,104,1996,"suspenso"
"1762","Michael Collins",132,6.8,98,1996,"drama"
"1763","Michael Collins",132,6.8,98,1996,"suspenso"
"1764","The Rich Man's Wife",94,4.9,11,1996,"drama"
"1765","The Rich Man's Wife",94,4.9,11,1996,"suspenso"
"1766","Infinity",119,0,0,1996,"drama"
"1767","Infinity",119,0,0,1996,"romance"
"1768","Big Night",107,6.8,45,1996,"drama"
"1769","Last Man Standing",101,6.2,263,1996,"accion"
"1770","Last Man Standing",101,6.2,263,1996,"drama"
"1771","Last Man Standing",101,6.2,263,1996,"suspenso"
"1772","Caught",110,6.5,5,1996,"accion"
"1773","Caught",110,6.5,5,1996,"drama"
"1774","Caught",110,6.5,5,1996,"suspenso"
"1775","Set It Off",118,6.9,66,1996,"drama"
"1776","Set It Off",118,6.9,66,1996,"accion"
"1777","2 Days in the Valley",104,5.9,73,1996,"comedia"
"1778","Curdled",88,6.2,29,1996,"comedia"
"1779","Curdled",88,6.2,29,1996,"suspenso"
"1780","L'associé",94,6,3,1979,"comedia"
"1781","Extreme Measures",118,5.7,80,1996,"drama"
"1782","Extreme Measures",118,5.7,80,1996,"suspenso"
"1783","The Glimmer Man",92,4.7,102,1996,"accion"
"1784","The Glimmer Man",92,4.7,102,1996,"adventura"
"1785","The Glimmer Man",92,4.7,102,1996,"drama"
"1786","The Glimmer Man",92,4.7,102,1996,"suspenso"
"1787","D3: The Mighty Ducks",104,5.3,99,1996,"accion"
"1788","D3: The Mighty Ducks",104,5.3,99,1996,"comedia"
"1789","D3: The Mighty Ducks",104,5.3,99,1996,"drama"
"1790","The Chamber",113,5.9,62,1996,"drama"
"1791","The Apple Dumpling Gang",100,6.6,34,1975,"comedia"
"1792","Escape to Witch Mountain",97,6.5,60,1975,"adventura"
"1793","Escape to Witch Mountain",97,6.5,60,1975,"fantasia"
"1794","Escape to Witch Mountain",97,6.5,60,1975,"ciencia ficcion"
"1795","Herbie Rides Again",88,5.9,77,1974,"romance"
"1796","Herbie Rides Again",88,5.9,77,1974,"comedia"
"1797","Herbie Rides Again",88,5.9,77,1974,"fantasia"
"1798","Homeward Bound: The Incredible Journey",84,6.6,218,1993,"adventura"
"1799","Homeward Bound: The Incredible Journey",84,6.6,218,1993,"comedia"
"1800","Homeward Bound: The Incredible Journey",84,6.6,218,1993,"drama"
"1801","Cool Runnings",98,6.8,510,1993,"comedia"
"1802","Angels in the Outfield",102,5.7,124,1994,"fantasia"
"1803","Angels in the Outfield",102,5.7,124,1994,"drama"
"1804","Angels in the Outfield",102,5.7,124,1994,"comedia"
"1805","Robin Hood: Prince of Thieves",143,6.6,937,1991,"adventura"
"1806","Pete's Dragon",128,6.4,201,1977,"fantasia"
"1807","Pete's Dragon",128,6.4,201,1977,"animacion"
"1808","Pete's Dragon",128,6.4,201,1977,"comedia"
"1809","Bedknobs and Broomsticks",117,6.8,260,1971,"adventura"
"1810","Bedknobs and Broomsticks",117,6.8,260,1971,"fantasia"
"1811","Bedknobs and Broomsticks",117,6.8,260,1971,"animacion"
"1812","Bedknobs and Broomsticks",117,6.8,260,1971,"comedia"
"1813","Bedknobs and Broomsticks",117,6.8,260,1971,"musical"
"1814","The Fox and the Hound",82,7,884,1981,"adventura"
"1815","The Fox and the Hound",82,7,884,1981,"animacion"
"1816","The Fox and the Hound",82,7,884,1981,"drama"
"1817","Freeway",110,6.5,95,1996,"comedia"
"1818","Freeway",110,6.5,95,1996,"drama"
"1819","Freeway",110,6.5,95,1996,"suspenso"
"1820","Die Hard",131,7.5,4005,1988,"accion"
"1821","Die Hard",131,7.5,4005,1988,"suspenso"
"1822","The Lawnmower Man",108,5.4,198,1992,"terror"
"1823","The Lawnmower Man",108,5.4,198,1992,"suspenso"
"1824","The Lawnmower Man",108,5.4,198,1992,"ciencia ficcion"
"1825","Unhook the Stars",103,6.2,11,1996,"drama"
"1826","Unhook the Stars",103,6.2,11,1996,"romance"
"1827","Synthetic Pleasures",85,0,0,1995,"documental"
"1828","The Secret Agent",95,5,7,1996,"drama"
"1829","The Secret Agent",95,5,7,1996,"suspenso"
"1830","Secrets & Lies",142,7.1,127,1996,"drama"
"1831","That Thing You Do!",108,6.8,230,1996,"comedia"
"1832","That Thing You Do!",108,6.8,230,1996,"drama"
"1833","To Gillian on Her 37th Birthday",93,5.1,13,1996,"drama"
"1834","To Gillian on Her 37th Birthday",93,5.1,13,1996,"romance"
"1835","Surviving Picasso",125,5.3,21,1996,"drama"
"1836","Surviving Picasso",125,5.3,21,1996,"romance"
"1837","Love Is All There Is",105,5.5,2,1996,"comedia"
"1838","Love Is All There Is",105,5.5,2,1996,"romance"
"1839","Beautiful Thing",90,7.3,76,1996,"comedia"
"1840","Beautiful Thing",90,7.3,76,1996,"drama"
"1841","Beautiful Thing",90,7.3,76,1996,"romance"
"1842","The Long Kiss Goodnight",120,6.4,323,1996,"accion"
"1843","The Long Kiss Goodnight",120,6.4,323,1996,"misterio"
"1844","The Long Kiss Goodnight",120,6.4,323,1996,"suspenso"
"1845","The Ghost and the Darkness",109,6.4,238,1996,"adventura"
"1846","Looking for Richard",112,6.9,33,1996,"documental"
"1847","Trees Lounge",95,6.7,51,1996,"comedia"
"1848","Trees Lounge",95,6.7,51,1996,"drama"
"1849","The Proprietor",0,0,0,1996,"drama"
"1850","Normal Life",101,6.8,8,1996,"drama"
"1851","Get on the Bus",120,7,11,1996,"drama"
"1852","Shadow Conspiracy",103,4,12,1997,"accion"
"1853","Shadow Conspiracy",103,4,12,1997,"suspenso"
