"texto","titulo","pagina"
"aquel castigo con el que tantas veces había oído que sus padres amenazaban a su hermanito o los maestros a su compañero de clase: «¡Si sigues tocándote, vendrá un hombre malo a cortarte el pene!». No hay duda de que a los adultos este tipo de amenazas nos parecen insignificantes, aunque para la mentalidad infantil, poco racional y tremendamente fantasiosa, todo esto pueda resultar verosímil. El complejo de castración femenino, pues, siempre iba acompañado de una envidia del pene. Como es obvio, muchos han considerado que esta concepción falocéntrica de Freud era fruto de los prejuicios machistas, que por aquel entonces invadían de manera implacable toda la sociedad, e incluso la comunidad médica. Sin embargo, Freud creyó a ciencia cierta que, a las pruebas obtenidas en los exámenes clínicos, debían sumarse toda una serie de testimonios históricos a favor de esta tesis. Una vez que hemos definido la libido como alimento y motor de la sexualidad humana, es imprescindible analizar su dinámica interna, es decir, determinar de qué manera dicha energía es capaz de actuar en el cuerpo humano, si se nos permite la expresión, de sexualizarlo. Llegados a este punto, y para avanzar en la caracterización de la libido, deberemos pedirle a Freud que nos aclare un par de ideas más sobre su visión de la naturaleza humana. Freud nos diría, en consonancia con la medicina de su tiempo y con las tendencias filosóficas positivistas, muy en boga en su época, que concebía el cuerpo humano de una manera unitaria y esencialmente mecánica. El cuerpo, lejos de ser la mera cáscara o la prisión del espíritu, como creían algunas antiguas antropologías dualistas, es una entidad exclusivamente compuesta de partes materiales en una relación de carácter sistémico, y siempre sujeto a un conjunto de fuerzas. Cuerpo y mente constituyen una unidad indisoluble —en este sentido, deberíamos considerar a Freud un pensador, antropológicamente hablando, monista— de tal manera que una manifestación somática, es decir, del cuerpo, se expresa también de manera psíquica, en la mente, y viceversa. La libido, como cualquier otra fuerza o impulso que opere en el organismo humano, está, pues, a medio camino entre lo corporal y lo mental, pese a que solo podrá ser identificado y conocido a través de una representación","Freud",52
"consciente de la mente. Pensemos que el caso de los animales, movidos siempre por el instinto y sumidos en un estado de completa inconsciencia, es hasta cierto punto distinto del caso del ser humano. Pues bien, por este cuerpo unitario, fluía, según Freud, dicha energía sexual, como si se tratara de un misterioso fluido sanguíneo. A todos los efectos, Freud la consideró una variable con la que cuantificar el apetito sexual humano. Así, si un cuerpo estaba dotado naturalmente de más libido, su excitabilidad y apetito sexual eran mayores, y los manifestaba más a flor de piel; si, por el contrario, la carga libidinal era baja, descendía drásticamente el deseo y el comportamiento devenía un tanto más apático. No todos los individuos tenían la misma carga libidinal, y además, esta también podía variar de manera considerable en el transcurso de toda una vida. La biología, el contexto y las experiencias eran los que marcaban ese carácter en el individuo. Además, y considerando que se trataba de un tipo concreto de energía, esto es, de una variable cuantitativa, era necesario pensar en la posibilidad de que la libido se pudiera acumular o depositar en diferentes partes del cuerpo. Cuando ocurría, estas partes del cuerpo se convertían en zonas especialmente erógenas, es decir, en una fuente de excitación sexual y, en último término, de obtención del placer (fijémonos que la palabra erógeno/a proviene del término eros, deseo). Para Freud, esta fijación de la libido en diversas partes del cuerpo era indudable, y, además, se trataba de un proceso dinámico que estaba muy lejos de ser algo arbitrario. Según Freud, en los cuatro primeros años de la vida humana, la libido ya había invadido tres principales focos de excitación: la zona oral, la anal y la fálica. Todo ello articulaba el desarrollo sexual infantil, que tenía una incidencia determinante en la formación del carácter adulto, y, en el caso de determinados individuos, era el origen de conductas sexualmente aberrantes o de diversos tipos de afecciones mentales, como la neurosis. Hasta ahora hemos podido conocer la naturaleza sexual de la libido y también hemos considerado su situación en el cuerpo humano, un cuerpo humano entendido esencialmente en términos unitarios y mecánicos. Ahora Freud nos detallará qué propósitos mueven a","Freud",53
"esta fuerza motora que siempre coloca al hombre en un estado de tensión. En este caso, la respuesta ya no nos sorprenderá demasiado. Por supuesto, si analizamos el caso de un impulso sexual, su finalidad no será otra que la plena satisfacción. Pongamos un ejemplo muy simple. Cuando tenemos sed, se produce una tensión en nosotros que nos mueve a encontrar algo que pueda saciarla, como un buen vaso de agua, y solo cuando podamos satisfacer el deseo, es decir, cuando podamos beber agua, experimentaremos una placentera sensación de distensión. Aún podríamos proponer otra imagen ilustrativa: cierto es que todo arco recupera su estabilidad inicial cuando ha logrado disparar la flecha que lo mantenía en tensión; y, por supuesto, la satisfacción del arquero es más grande si la fecha ha dado en el centro de la diana, esto es, si ha conseguido su verdadero propósito, y no una mera puntuación de consolación. Para este fin que era la satisfacción, pues, la libido podía dirigirse hacia una realidad exterior al sujeto, hacia un determinado objeto. Cuando el sujeto que experimentaba el deseo obtenía o poseía el objeto deseado, se daba, según Freud, la descarga de la energía libidinal y se experimentaba una sensación de placer. Si, efectivamente, la libido se dirigía hacia un objeto, Freud hablaba de libido objetal. Con todo, conviene tener siempre presente que, por objeto, Freud entendía cualquier entidad que estuviese situada fuera, enfrentada al sujeto, y por lo tanto podían ser tanto «objetos» en sentido estricto como otros «sujetos», es decir, personas. Eso sí, una vez que el sujeto había conseguido el objeto deseado y se había producido la descarga libidinal (si es que efectivamente lo conseguía, ya que no siempre era posible), se repetía el proceso de aumento y acumulación de libido, que colocaba de nuevo al sujeto en tensión y ante la necesidad de satisfacerla. Desde la perspectiva freudiana, el deseo humano parece no tener fin. No obstante, la libido también podía apuntar hacia dentro, hacia el centro de la misma persona. Esta libido, que partía del sujeto para dirigirse y satisfacerse en el sujeto, era la que Freud denominaba libido del Yo o narcisista. Según nuestro autor, la libido narcisista era la primera fuente de satisfacción del ser humano","Freud",54
"—lo que los psicoanalistas llaman narcisismo primario—. Era lógico pensar que el bebé se tomase a sí mismo como objeto amoroso antes de abrirse al mundo de los objetos exteriores. De ser así, pensaba Freud, el sentimiento del niño no puede ser otro que el de una total omnipotencia, porque aún no ha podido experimentar las limitaciones y las frustraciones a las que le someterán las circunstancias de la realidad cuando crezca. De entrada, el niño era profundamente narcisista y solo más adelante, al crecer, y si las condiciones eran favorables, iba orientando la libido hacia otros objetos fuera de él. Si esa primera etapa de omnipotencia infantil no se superaba de manera satisfactoria, en determinados individuos adultos podía darse un tipo de narcisismo secundario. El carácter primariamente narcisista del ser humano que nos propone la teoría freudiana contrasta en gran medida con casi toda la tradición moral y, senso lato, filosófica de Occidente. Como es sabido, en esa tradición uno podía devenir narcisista si había errado el camino hacia la virtud. El narcisismo aparecía como un defecto, como algo impropio de un hombre recto, como el gesto egoísta de quien voluntaria o irreflexivamente había optado por el vicio moral de amarse más a sí mismo que al prójimo. Según Freud, en cambio, el narcisismo no es una elección, ni siquiera podríamos decir que es una elección errónea, sino una condición existencial básica, casi estructural, del ser humano. Estamos, pues, siempre tentados de regresar a ese estadio básico de nuestra naturaleza. En este sentido, si se nos permite un tanto la exageración, la lucha contra el narcisismo que nos impone la moral tradicional devendría un fracaso constitutivo. Sería como el trágico caso de Sísifo, obligado a subir eternamente un pesado peñasco a una cumbre desde la cual se precipita una y otra vez. En este breve repaso que hemos hecho a la noción de libido, nos han salido al paso tímidamente algunas afirmaciones polémicas. Según Freud, la libido es una energía sexual propia de la naturaleza humana, pero en ningún momento nos ha dado a entender que esta se desarrolle en el hombre de manera tardía; más bien parece todo lo contrario, ya que se ha insinuado que su despliegue por el cuerpo humano ocurre","Freud",55
"ya en fecha muy temprana. Pero ¿acaso podemos hablar inequívocamente de una sexualidad infantil? Decir «inequívocamente» tal vez sería decir demasiado en el terreno de la ciencia, pero sí que resulta más que probable. Por supuesto, Freud encontró algunas dificultades para demostrar la existencia de una sexualidad infantil; sin embargo, detectó un hecho que no era posible pasar por alto: después de todos sus concienzudos análisis, para Freud, la historia de Edipo no era otra cosa que el reflejo amplificado y dramatizado de la infancia del hombre. Sin excepción, conseguía que sus pacientes retrotrajeran un hecho del presente (un sueño, un descuido, una obsesión, un deseo, un bloqueo interior) a un momento de la infancia. Y aún más: todas las fantasías y deseos del hombre adulto podían reconducirse, en último término, a experiencias más o menos placenteras de la primera infancia. Sin duda, esta estrecha vinculación entre las experiencias del hombre adulto y del niño debía ser atendida. Si bien era cierto que, para salvar la imagen tradicional de la infancia como un momento de absoluta ingenuidad y pureza, se podían conjeturar otras posibilidades: por ejemplo, suponer que, en el pasado, esas actividades placenteras no estuviesen cargadas de connotaciones sexuales, y que fuera la mente del hombre adulto la que les atribuyera, a posteriori, un carácter sexual. Pese a todo, Freud apostó decididamente, armado de razones —muchas ellas extraídas de sus constantes autoanálisis—, y cabe decir que con un notable éxito clínico, por la primera vía, es decir, por no considerar que esos recuerdos fuesen meras ilusiones retroactivas. En el niño, siempre según Freud, existían unas disposiciones y, por consiguiente, una serie de experiencias de placer —o de falta de placer, si no llegaban a realizarse— que, en sentido amplio, podríamos definir como sexuales. Con lo dicho, insistimos, resulta evidente que el psicoanálisis freudiano partía de una consideración de la sexualidad mucho más amplia de lo habitual. Con todo, y pese a que podríamos introducir en el discurso tantos matices como considerásemos necesarios, para Freud resultaba indudable la existencia de un sinfín de experiencias infantiles que solo podían ser comprendidas desde el prisma de la satisfacción erótica: el placer que el bebé obtenía al succionar el seno materno o toda clase de objetos: la satisfacción","Freud",56
"infantil que resultaba de la defecación o de la micción: la gratificación que el niño conseguía a través de la manipulación de sus genitales, o la insaciable curiosidad infantil por todo lo que se refería al sexo, constituían la prueba más evidente de dicho principio. Como observarán nuestros lectores, algunas de estas experiencias placenteras de la primera infancia señaladas por Freud están íntimamente unidas a la satisfacción de una serie de necesidades orgánicas básicas; por ejemplo, la alimentación (o al menos en un principio). Lo cierto es que el bebé, de buenas a primeras, intenta saciar su apetito, y el seno materno se presta a ello, pero muy pronto descubre que chupar cualquier objeto —y, en concreto, alguna parte de su cuerpo, como el dedo— puede reportarle un placer semejante, un placer que ya no está vinculado directamente con la necesidad orgánica de alimentarse. Así, la sensación de placer se independiza enseguida de estas exigencias estrictamente biológicas para conquistar nuevos dominios. Eso sí, en cualquier caso, la sexualidad infantil siempre toma la forma de un acto autoerótico: el bebé y el niño pequeño no necesitan más que la estimulación de su propio cuerpo para experimentar placer. Para entender mejor la sexualidad infantil y la gran importancia que reviste en las experiencias personales y amorosas adultas, e, incluso, para comprender su papel como núcleo generador de todo tipo de afecciones psicológicas, debemos tener presente, según Freud, el llamado complejo de Edipo. «Edipo rey», la clarividente tragedia de Sófocles Es importante exponer la trama básica de la obra de Sófocles, ya que, según Freud, la tragedia se desarrolla precisamente como si de un proceso psicoanalítico se tratara. En efecto, el relato se presenta en forma de una investigación sobre el pasado de Edipo, una exploración que poco a poco va dando sus frutos. El protagonista (o el paciente) descubre finalmente los hechos de antaño que han determinado su funesto presente. Al principio de la tragedia, Edipo es rey de Tebas porque en otro tiempo, recién llegado de Corinto, salvó la ciudad. Ahora Tebas vuelve a estar infestada por la peste. Edipo, apenado por la situación, envía a su cuñado, Creonte, al oráculo de Delfos para que el dios Apolo se pronuncie acerca de qué provoca los males","Freud",57
"de la ciudad. Por fin llega Creonte y anuncia que, para liberarse de la peste, será necesario encontrar al asesino del antiguo rey de Tebas, Layo. Rápidamente, Edipo se erige en paladín de la búsqueda del asesino. Pero ¿cómo resolver un crimen tan antiguo? Tiresias, un viejo ciego que, sin embargo, todos reconocen como profeta de la verdad, podría saber algo al respecto. Tiresias llega ante Edipo, pero se resiste a hablar; no quiere hacer daño a la ciudad ni a su rey. Ante este inexplicable silencio, Edipo deduce que se trata del asesino de Layo, y que con la ayuda de Creonte, aspira a destronarle. Tiresias, empero, replica diciendo que es precisamente él, Edipo, el responsable de la muerte del antiguo rey; y no solo eso, además le acusa de tener relaciones infames con alguien que le es muy próximo. Yocasta, reina viuda de Layo y ahora esposa de Edipo, pedirá encarecidamente a este que no crea ni a profetas ni a oráculos. Ella lo sabe bien, ya que, en el pasado, un oráculo predijo que su propio hijo mataría a su padre, Layo, y yacería con ella. Pero no sucedió así: Layo, según cuentan, murió en un cruce de caminos a manos de unos bandidos y no a manos de su propio hijo, del que Layo se deshizo al nacer. La narración de Yocasta inquieta a Edipo, que recuerda que, de joven, en su país, Corinto, un indeseable le acusó de «supuesto hijo» de Pólibos, su padre, y de Mérope, su madre. Esto hizo que fuera a consultar un oráculo, que le predijo un futuro funesto: «Matarás a tu padre y yacerás con tu madre». Fue entonces cuando decidió huir de Corinto, y en su huida se encontró, en un cruce de caminos, con un séquito; la mala fortuna quiso que se enfrentaran y que matara a esos hombres. Pese a las similitudes que existen con la muerte de Layo, insiste Edipo, se cuenta que fueron unos bandidos, y no un solo hombre como él, los que cometieron el crimen. Sin embargo, a continuación un mensajero revela un dato desconcertante: Edipo no es, como él cree, hijo de Corinto. En realidad, años atrás, el mensajero recibió de un sirviente de Layo al pequeño","Freud",58
"Edipo, y lo entregó en adopción a Pólibos y Mérope, que lo acogieron gratamente porque no podían tener hijos. Tan impetuoso como siempre, Edipo reclama la presencia del sirviente de Layo, y su confesión consuma la tragedia: ¡Edipo es el hijo de Yocasta y Layo! Edipo, pues, como predijo el oráculo, mató a su padre sin saberlo y mantiene relaciones incestuosas con su madre. Ante tal monstruosidad, Edipo decide arrancarse los ojos y vagar hasta el fin de sus días en el exilio. El complejo de Edipo Nuestros lectores relacionarán rápidamente el nombre de dicho complejo con una de las grandes tragedias clásicas, Edipo Rey, de Sófocles (496 a. C.406 a. C.). La apasionante historia del genio de Sófocles no solo narraba las desventuras de un hombre concreto, Edipo, sino las peripecias por las que debía pasar todo hombre o, mejor dicho, todo niño. Si proyectamos luz sobre los cimientos de todo ser humano, veremos representada, según Freud, una trágica escena similar a la del malogrado Edipo. Está lejos de cualquier duda que el bebé encuentra en la figura de la madre la fuente de satisfacción de todas sus necesidades y deseos naturales: es la madre quien lo alimenta con su pecho, es la madre quien lo mima, es la madre quien está allí en todo momento para darle consuelo… Por todas estas razones y por algunas más, la madre deviene el principal objeto de deseo del niño; incluso se podría decir, forzando un poco el vocabulario, que el niño acabará enamorado de su madre. El niño pequeño ansiará, pues, un tipo de relación íntima con la madre, como la que Edipo inconscientemente acabó consumando. En cambio, la figura del padre tiene, para el bebé, un rol totalmente distinto al de la madre. La mayoría de las veces, el padre resulta un impedimento para la realización de esos deseos infantiles. El padre limita al niño en todo momento el acceso a esa fuente de satisfacción que representa la madre, le impone límites a su deseo. Ante tal afrenta, el bebé experimenta, a un nivel no consciente, claro, un gran odio hacia su padre. Desearía destruirlo, desearía que desapareciese; en último término, desearía la muerte de su rival. Sabemos que, efectivamente, Edipo acabó con la vida","Freud",59
"de Layo, su progenitor. Los sentimientos que experimenta el niño durante la primera infancia coinciden plenamente, pues, con la trágica trama que nos narra Sófocles: de forma similar a Edipo, el niño desearía matar al padre y unirse definitivamente con la madre. Es probable que nuestros lectores se pregunten qué pasa en el caso de las niñas. Sin embargo, Freud, en este punto, no prestó mucha atención a las particularidades del sexo femenino y prácticamente se limitó a afirmar que, en la niña, se darían esos mismos sentimientos pero esta vez de manera prioritaria en relación con el padre. Será otro psicoanalista, el ya citado C. G. Jung, quien denominará la situación edípica femenina como complejo de Electra. Como vemos, también Jung toma el nombre de este complejo de una tragedia de Sófocles: en esta ocasión se nos narran las desventuras de Electra, que espera el regreso de su hermano Orestes para que este vengue el asesinato de su padre, Agamenón, muerto a manos de su infame madre Clitemnestra y su amante. Sería lógico pensar que, ya se trate de un niño o de una niña, de un pequeño Edipo o una Electra, estos deseos infantiles de amor y odio irán siendo progresivamente reconducidos hacía una relación más templada, consciente y madura con los padres: el niño, poco a poco, entenderá cuál es su papel en la familia y qué tipo de relación debe establecer con su madre, según Freud, fuente de ternura, y con su padre, fuente de deber. Las cosas, sin embargo, no son tan plácidas ni tan sencillas. Si todo se resuelve de manera favorable, la única consecuencia que dejará tras de sí el complejo de Edipo o el de Electra será el Superyó, que no es poco. Efectivamente, como ya habíamos apuntado cuando analizábamos la estructura de la psique según el modelo tópico propuesto por Freud, sobre todo en su segunda versión, el Superyó, instancia regida por el principio del deber, debía ser considerado, a la luz del complejo de Edipo. Pues bien, en el ocaso de dicho complejo, el niño interioriza todas las normas y prohibiciones parentales que le han sido impuestas. No se trata de un proceso netamente racional, de naturaleza comprensiva, sino más bien de una cuestión de","Freud",60
"identificación: el niño asumirá en su fuero interno el rol del padre e impondrá a sus deseos severas constricciones. Si el conflicto edípico no se resuelve convenientemente, y se dan ciertas fijaciones que no permiten que el niño, a medida que crece, vea en la madre otra cosa que un objeto de deseo o, en el padre, un firme enemigo al que vencer, el Superyó, la conciencia moral, devendrá una instancia sumamente rígida e inflexible y en su despliegue castigará obstinadamente al Yo. Por supuesto, un deseo erótico hacia la madre o agresivo hacia el padre pronto despertará la repugnancia moral del mismo sujeto. De esta manera, el niño y, más adelante, el hombre adulto se resistirán interiormente a unos impulsos que por otra parte no puede evitar. Y, por desgracia, en esta pugna de sentimientos, los adversarios, lejos de perder fuerza, se crecerán más y más durante el combate. He aquí, según Freud, el origen de la neurosis. Los neuróticos siempre experimentaban, según Freud, este severo conflicto interno: por un lado, anhelaban una unión incestuosa con la madre, pero, por el otro, como producto de su identificación con las prohibiciones paternas, se negaban tal deseo. Pese a todo, la insistente represión de dicho deseo incestuoso no lo hacía desaparecer, sino que lo aumentaba exponencialmente; y, como consecuencia, la represión devenía aún más severa. El neurótico se encontraba atrapado en una especie de circularidad destructiva. De mucha utilidad le sería al neurótico, pues, el consejo que la confiada Yocasta daba a Edipo en la tragedia sofoclea: «Tú no sientas temor ante el matrimonio con tu madre, pues muchos son los mortales que antes se unieron también a su madre en sueños. Aquel para quien esto nada supone más fácilmente lleva su vida». El caso de la neurosis era ciertamente extremo. Sin embargo, el complejo de Edipo, más allá de la formación del Superyó, podía dejar otras huellas, más livianas aunque significativas, en el carácter del hombre adulto; por ejemplo, podía ser un factor condicionante en las elecciones amorosas de por vida. Sin ir más lejos, la homosexualidad, siempre según Freud, podía tener su raíz última en este tipo de complejo. Asimismo, suele decirse que hay hombres que buscan de manera insistente a una mujer que","Freud",61
"supla la figura de esa madre perdida, o mujeres que se sienten atraídas por hombres que juegan un rol más bien paternal. He aquí cómo el psicoanálisis coincide una vez más con una opinión socialmente bastante extendida. Con todo lo dicho en este capítulo, queda claro que el ser humano realmente no puede ser considerado un ser racional, sino pasional o más bien pulsional. Son ese conjunto indefinido de fuerzas inconscientes las que, en gran medida, rigen su vida y determinan sus decisiones, desde las aparentemente más triviales a las más significativas. Y, sin duda, urge reconocer, según Freud, la importancia que tienen los impulsos de carácter sexual en la vida humana. Es cierto que nosotros, a diferencia de la mayoría de los coetáneos de Freud, hemos dado carta de ciudadanía a la sexualidad: en general, ya no nos inquietan ni escandalizan sus múltiples manifestaciones. Pese a todo, la sana naturalidad con la que observamos la sexualidad no debe confundirnos: a menudo, seguimos mirando con suspicacia aquel que, como Freud, pretende convencernos del determinante influjo que tienen los impulsos sexuales en todas y cada una de las acciones y decisiones que llevamos a cabo en el día a día. En este punto, pues, todavía quedaría mucho camino por andar, según Freud. Desde la perspectiva freudiana, sería preciso reconocer que en la mente humana confluyen y luchan, continuamente y desde las primeras etapas del desarrollo infantil, diversas ideas y deseos de matriz erótica, y que no es la facultad racional la que dirime de forma imparcial cuál de ellos es la mejor opción, sino que termina venciendo e imponiéndose el deseo más apremiante e intenso. Por todo eso, seguramente deberíamos sustituir la célebre y un tanto racionalista sentencia cartesiana «Pienso, luego existo» por esta otra mucho más sensual y realista «Deseo, luego existo». La concepción freudiana del amor En general, y aunque no lo parezca, nuestra sociedad tiene una concepción muy romántica —y un tanto burguesa— del amor. Y, en cierto sentido, podríamos decir lo mismo de las grandes tradiciones filosóficas de la historia del pensamiento: conciben el verdadero amor desde un punto de vista eminentemente espiritual. En efecto, tenemos tendencia a pensar que nos enamoramos libremente, sin determinación alguna, de nuestra medida naranja, y que","Freud",62
"ese tú resulta del todo insustituible. Nos gusta concebir el amor como un sentimiento puro o, incluso, limpio, sin trazas ni interferencias del odio. Tampoco escondemos el hecho de que la sexualidad juega un rol importante en la pareja, pero, en momentos de especial ternura, somos capaces de pensar que el amor está por encima de todas estas necesidades biológicas. (¡Cuántas ilusiones!, exclamaría Freud). Según Sigmund Freud, la pulsión que origina eso que llamamos amor siempre es libidinosa. Ya sabemos que la libido, fuente de todo deseo erótico, puede adoptar rostros un tanto enmascarados cuando se desvía de su fin netamente sexual y se sublima en comportamientos y actividades siempre aceptados por el sujeto y la sociedad. Todas estas variopintas y más discretas formas de la libido nos hacen olvidar la matriz voluptuosa del amor y asignarle motivaciones más abstractas o netamente espirituales. El amor también es, sin duda, un sentimiento ambivalente, ya que en toda experiencia amorosa coexiste el sentimiento de aprecio por un objeto con el sentimiento latente de agresividad o destrucción de ese mismo objeto. Amor y odio conjuntamente, como dos caras de una misma moneda. Prestemos, si no, atención a un sinfín de expresiones cariñosas de nuestro día a día; muchas de ellas esconden un núcleo de agresividad. Por ejemplo, muchas parejas exclaman en algún momento: «¡Te quiero tanto que te comería!». Tampoco deberíamos considerar que, psicoanalíticamente hablando, existen demasiadas diferencias entre el amor que sentimos por un sujeto y por un objeto: en ambos casos, son el ente hacia el cual se dirigen las pulsiones eróticas para satisfacerse. ¡Cuántas almas se pierden y extasían en la compra compulsiva o en la devoción al trabajo! Asimismo, es lícito preguntamos en qué medida el proceso de educación y culturización al que nos vemos sometidos durante toda nuestra vida puede lograr transformar una parte de nuestro narcisismo y egoísmo primigenios: ¿se trata de una transformación real o más bien de disimulo? Así pues, pensar que toda relación auténtica con el otro carece de interés, y que solo se hace de una forma completamente abnegada y desprendida, resulta de una enorme candidez, según Freud. Y, por último, la pregunta más inquietante: ¿nos enamoramos y queremos libremente? Desde luego, no somos completamente libres. Una serie","Freud",63
"imponderable de complejos procesos psíquicos que, en gran parte, escapan a nuestro control racional y que fueron gestados en épocas muy tempranas de nuestra vida, condicionan muchas de nuestras elecciones amorosas. ¡Edipo o Electra, como los buenos clásicos, nunca nos abandonarán del todo! En síntesis, podríamos afirmar que, para Freud, el amor es un sentimiento de afecto por otra persona, por un objeto o una actividad, con el que buscamos saciar un deseo. Se trata de un sentimiento profundo, intenso, y que enraíza en lo biológico y pulsional de nuestra naturaleza. Es un sentimiento marcado por la ambivalencia y, en los casos más extremos, por la violencia Además, contiene grandes dosis de narcisismo, de amor y afecto por uno mismo, y, en último término, de egoísmo. Una interpretación de la cultura ¡Pero que el denso follaje de la sexualidad no nos impida vislumbrar con claridad el bosque del psicoanálisis! Recapitulemos brevemente antes de seguir adelante. Hasta este momento hemos repasado de qué manera el psicoanálisis se estableció en un principio como una forma de terapia para tratar a los enfermos de neurosis, y cómo, a continuación, devino una completa teoría filosófica del sujeto (sobre la estructura de la mente y los fundamentos últimos de la acción humana, determinados casi por completo por instancias inconscientes). Con todo, Freud deseaba seguir saciando ese impulso humano, y tan genuinamente filosófico, que es la curiosidad intelectual; fue entonces cuando por fin dirigió su perspicaz mirada hacia la cultura. Nuestro autor vio que sus tesis psicoanalíticas, más allá de la realidad concreta del sujeto, podían ser ampliadas a una dimensión cultural e, incluso, histórica; comenzó a entrever que el psicoanálisis no solo prometía la comprensión profunda de la naturaleza humana, sino también la posible resolución de muchos de los más inquietantes enigmas de la cultura y de su evolución. Su modelo teórico podía enraizarse en los más diversos campos del saber social y humanístico —la historia, la antropología, la sociología e, incluso, en la teoría del arte—, y dar nuevos y sabrosos frutos. A partir de la primera década del siglo XX, Freud empezó a interpretar la sociedad en su conjunto a partir de los mismos estratos y fuerzas que comparecían en el sujeto. Fue así como Eros y Tanatos,","Freud",64
"la libido, los procesos de represión o el Superyó, esta vez sumamente reverberados, aparecieron otra vez en escena. Según esta línea de pensamiento, era posible entender la evolución cultural de los pueblos, desde sus orígenes hasta su forma actual, teniendo en cuenta la evolución psíquica del sujeto, desde su nacimiento hasta su configuración adulta. La vida en sociedad Si queremos entender la visión freudiana de la sociedad y la cultura humana tendremos que acudir a tres obras magistrales de nuestro autor: Tótem y tabú (1913), la Psicología de las masas y análisis del yo (1921) y El malestar en la cultura (1930). De entrada, las tres obras inciden en aspectos muy diversos, pero puestas en un determinado orden proyectan una imagen muy completa y profunda de todo lo humano. En este punto, empero, nos centraremos especialmente en el estudio de El malestar en la cultura, ya que se trata del diagnóstico más imponente de la cultura realizado por Freud y el que ha marcado más el pensamiento filosófico y sociológico contemporáneo. El malestar en la cultura postula inicialmente una idea difícil de cuestionar: los hombres deseamos ser felices, esto es, queremos ver realizado en la práctica nuestro ideal de felicidad. Así venimos programados por naturaleza: el Id o Ello, es decir, el estrato más profundo y original de nuestro yo, está gobernado por el principio del placer. Aspiramos, pues, a realizar ese gozo y a experimentar el contento o la alegría que se deriva de ello. Una vida siempre placentera sería, claro está, una vida feliz. Sin duda, esta afirmación inicial de Freud contaría con el respaldo de un filón nada despreciable de filósofos, los hedonistas, que, ya desde la antigua Grecia, se habían centrado en la importancia que el placer tenía para la vida del hombre. Sin embargo, nuestro entorno no nos pone la tarea nada fácil, más bien al contrario: sentimos infinidad de oposiciones a nuestro impulso innato hacia el placer y la felicidad. La naturaleza, como se suele decir, es cruel y no tiene compasión con nosotros, y las relaciones con los demás son, a menudo, fuente de frustración e insatisfacción. No solo son los agentes externos los que nos impiden realizar tranquilamente nuestro ideal de felicidad: también nuestra propia naturaleza nos","Freud",65
"pone obstáculos: el cuerpo degenera y enferma, nos sume en incontables dolores y frustraciones. Ante todo esto, ¿qué posibilidades tenemos, pues, para ser felices? ¿Cómo podríamos evitar el dolor? Históricamente se han propuesto infinidad de recetas contra el dolor: se ha instado a la renuncia del deseo, que en último término se torna en dolor; a dedicarse a proyectos más elevados o espirituales, como el arte; a la huida de la realidad, que, como veremos, procura la religión, o, incluso, al consumo de drogas. Pero ni la renuncia, ni la fuga mundi a la que llevan las drogas o la religión, ni siquiera el amor más auténtico, consiguen liberarnos del dolor que es vivir. La felicidad parece ser un ideal imposible de realizar: nacemos aspirando a ser felices y luchamos desesperadamente para conseguirlo, aunque la realidad, siempre testaruda, se opone con firmeza a nuestros propósitos. Cabe aceptar, nos aclara Freud, que todos los utensilios e instrumentos técnicos que los hombres hemos logrado construir en el curso de nuestra evolución cultural nos han hecho la vida un poco más fácil. La ciencia y la técnica han contribuido a cierto dominio de la naturaleza, de tal manera que esta, incluso, ha servido a nuestros fines. Por lo tanto, el devenir histórico de la humanidad nos da una impresión en parte positiva, ascendente, de triunfo. Nuestro incipiente dominio sobre la naturaleza nos llena de orgullo como especie, y ebrios de optimismo ya nos vislumbramos como pequeños dioses; «dioses con prótesis», apostilla irónicamente nuestro autor: «El hombre ha llegado a ser, por así decirlo, un dios con prótesis: bastante magnífico cuando se coloca todos sus artefactos, pero estos no crecen de su cuerpo y a veces le procuran muchos sinsabores». Si somos sinceros, tendremos que reconocer que los progresos tecnocientíficos no logran dar un sentido completo a nuestra existencia. De hecho, bastaría con observar nuestra civilización hipertecnológica, en la cual la experiencia del dolor y de la frustración sigue estando a la orden del día. Así pues, dado que las personas, en general, aún se sienten infelices, incluso a pesar de su creciente dominio técnico de las condiciones naturales, deberemos encontrar la causa del dolor en otra parte. Sorprendentemente, afirmará Freud, la hallaremos en nuestro entorno más inmediato, la","Freud",66
